Transaction_ID,Date,Account_Type,Transaction_Amount,Cash_Flow,Net_Income,Revenue,Expenditure,Profit_Margin,Debt-to-Equity_Ratio,Operating_Expenses,Gross_Profit,Transaction_Volume,Processing_Time_seconds,Accuracy_Score,Missing_Data_Indicator,Normalized_Transaction_Amount,Transaction_Outcome,Month_Year,Month,Month_Num,Quarter,Year,DayOfWeek,Net_Profit,OpEx_Ratio,Success_Flag
587,2026-08-10,Asset,3319,502,2124,4052,564,0.2218,2.8039,3800,747,4,0.7426,0.8805,0,0.6568,1,2026-08,August,8,3,2026,Monday,3488,0.9378,Success
588,2026-08-11,Asset,3843,621,792,2511,1952,0.2201,2.1089,3852,532,7,0.9391,0.8883,0,0.7639,1,2026-08,August,8,3,2026,Tuesday,559,1.5341,Success
589,2026-08-12,Expense,940,511,527,2682,2449,0.3985,2.0139,1469,2040,2,1.7508,0.8764,0,0.1705,1,2026-08,August,8,3,2026,Wednesday,233,0.5477,Success
590,2026-08-13,Liability,2771,619,2200,2263,2691,0.2944,1.6864,4579,1710,5,1.666,0.9705,0,0.5448,1,2026-08,August,8,3,2026,Thursday,-428,2.0234,Success
591,2026-08-14,Expense,827,2229,3730,334,1610,0.3696,1.8593,152,395,6,1.4311,0.9789,0,0.1474,1,2026-08,August,8,3,2026,Friday,-1276,0.4551,Success
592,2026-08-15,Expense,4532,2418,3068,1091,2952,0.4658,1.9898,2500,2547,3,1.4861,0.8374,0,0.9047,1,2026-08,August,8,3,2026,Saturday,-1861,2.2915,Success
593,2026-08-16,Expense,1216,3468,3892,1310,956,0.3084,1.096,3924,3045,3,0.8733,0.9616,0,0.2269,1,2026-08,August,8,3,2026,Sunday,354,2.9954,Success
594,2026-08-17,Asset,621,1370,2235,2283,807,0.587,1.6635,3759,3656,7,1.7711,0.8773,0,0.1053,1,2026-08,August,8,3,2026,Monday,1476,1.6465,Success
595,2026-08-18,Asset,1824,1919,1199,581,1728,0.7269,1.7625,2306,1311,5,1.2688,0.9999,0,0.3512,1,2026-08,August,8,3,2026,Tuesday,-1147,3.969,Success
596,2026-08-19,Asset,2160,2484,3390,4445,525,0.3386,1.5148,2674,1182,6,1.9904,0.9965,0,0.4199,1,2026-08,August,8,3,2026,Wednesday,3920,0.6016,Success
597,2026-08-20,Liability,2430,1273,3717,2908,3778,0.4367,2.058,3004,1618,4,1.9651,0.9739,0,0.4751,1,2026-08,August,8,3,2026,Thursday,-870,1.033,Success
598,2026-08-21,Asset,1672,4461,722,2876,1109,0.7625,2.5992,763,543,9,1.0653,0.9348,1,0.3201,1,2026-08,August,8,3,2026,Friday,1767,0.2653,Success
599,2026-08-22,Revenue,1235,2913,991,3657,3025,0.3655,2.5294,4351,1357,6,0.9041,0.8419,0,0.2308,1,2026-08,August,8,3,2026,Saturday,632,1.1898,Success
600,2026-08-23,Asset,2359,618,3107,1724,2723,0.6693,2.5307,4176,2757,3,1.0199,0.8197,0,0.4605,1,2026-08,August,8,3,2026,Sunday,-999,2.4223,Success
601,2026-08-24,Liability,4230,4305,3632,1832,2748,0.3304,1.9563,612,2145,2,0.5306,0.9306,0,0.843,1,2026-08,August,8,3,2026,Monday,-916,0.3341,Success
602,2026-08-25,Revenue,776,4421,1681,2027,3739,0.4488,1.772,2472,2784,7,1.9166,0.9052,0,0.137,1,2026-08,August,8,3,2026,Tuesday,-1712,1.2195,Success
603,2026-08-26,Asset,2038,2369,961,4059,1739,0.7077,1.2428,485,498,1,1.8344,0.9085,0,0.3949,1,2026-08,August,8,3,2026,Wednesday,2320,0.1195,Success
604,2026-08-27,Asset,2108,509,3664,629,304,0.4038,2.0201,3206,3027,9,1.3761,0.9986,0,0.4092,1,2026-08,August,8,3,2026,Thursday,325,5.097,Success
605,2026-08-28,Revenue,685,1525,1962,347,3588,0.7304,1.9519,4817,1099,9,0.8143,0.9541,0,0.1184,0,2026-08,August,8,3,2026,Friday,-3241,13.8818,Failure
606,2026-08-29,Liability,3476,3924,1252,3778,3831,0.5037,1.451,1972,962,4,0.6252,0.9594,0,0.6889,1,2026-08,August,8,3,2026,Saturday,-53,0.522,Success
607,2026-08-30,Asset,3316,2787,3150,3727,455,0.5991,0.6803,4159,2565,7,1.1322,0.8245,0,0.6562,1,2026-08,August,8,3,2026,Sunday,3272,1.1159,Success
608,2026-08-31,Expense,2548,2033,2608,3481,3220,0.4339,2.1116,4431,1285,9,0.5404,0.958,0,0.4992,1,2026-08,August,8,3,2026,Monday,261,1.2729,Success
609,2026-09-01,Expense,2456,956,3261,1941,2355,0.4784,1.3104,122,452,2,0.6176,0.8567,0,0.4804,1,2026-09,September,9,3,2026,Tuesday,-414,0.0629,Success
610,2026-09-02,Revenue,2679,887,2792,3218,3953,0.4976,1.4647,2869,3528,3,1.4288,0.9736,0,0.526,1,2026-09,September,9,3,2026,Wednesday,-735,0.8915,Success
611,2026-09-03,Asset,4597,3387,1800,2270,334,0.5404,2.8511,1830,1928,8,1.4115,0.8943,0,0.918,1,2026-09,September,9,3,2026,Thursday,1936,0.8062,Success
612,2026-09-04,Liability,2147,3590,563,2137,1330,0.5974,0.8019,1597,3158,3,1.9783,0.87,0,0.4172,1,2026-09,September,9,3,2026,Friday,807,0.7473,Success
613,2026-09-05,Revenue,2253,3313,1312,2260,3475,0.4149,1.9571,3342,1739,2,0.5666,0.9005,0,0.4389,1,2026-09,September,9,3,2026,Saturday,-1215,1.4788,Success
614,2026-09-06,Asset,252,3793,2995,3868,2362,0.6426,2.4271,1684,868,8,1.1417,0.8251,0,0.0298,0,2026-09,September,9,3,2026,Sunday,1506,0.4354,Failure
615,2026-09-07,Revenue,2475,3975,1412,3528,897,0.5853,1.2425,3125,2982,2,1.0374,0.9845,0,0.4843,1,2026-09,September,9,3,2026,Monday,2631,0.8858,Success
616,2026-09-08,Expense,4159,3789,1673,4132,2507,0.4041,2.2625,503,705,2,0.9868,0.9154,0,0.8285,1,2026-09,September,9,3,2026,Tuesday,1625,0.1217,Success
617,2026-09-09,Expense,127,846,622,1411,2335,0.5205,2.8023,3850,716,5,1.5929,0.9675,0,0.0043,1,2026-09,September,9,3,2026,Wednesday,-924,2.7286,Success
618,2026-09-10,Revenue,2791,4485,3504,443,2779,0.4812,2.0605,1478,2001,7,1.2719,0.9267,0,0.5489,1,2026-09,September,9,3,2026,Thursday,-2336,3.3363,Success
619,2026-09-11,Liability,4346,2163,1664,2061,2092,0.2956,2.4408,4541,3774,7,1.4993,0.955,0,0.8667,1,2026-09,September,9,3,2026,Friday,-31,2.2033,Success
620,2026-09-12,Expense,3865,3776,2365,3632,1490,0.2741,0.99,1565,3089,2,1.4523,0.8683,0,0.7684,1,2026-09,September,9,3,2026,Saturday,2142,0.4309,Success
621,2026-09-13,Liability,3661,3861,2268,3783,525,0.7671,1.4042,2052,581,2,0.8751,0.9826,0,0.7267,1,2026-09,September,9,3,2026,Sunday,3258,0.5424,Success
622,2026-09-14,Asset,4180,1402,353,4753,305,0.3412,2.165,329,1978,1,1.5207,0.9473,1,0.8328,1,2026-09,September,9,3,2026,Monday,4448,0.0692,Success
623,2026-09-15,Revenue,4029,3958,3622,2058,1041,0.5856,2.4069,790,1401,3,1.8162,0.8009,0,0.8019,1,2026-09,September,9,3,2026,Tuesday,1017,0.3839,Success
624,2026-09-16,Expense,249,2068,2947,3514,2454,0.5545,0.5286,4320,1008,4,1.4947,0.9397,0,0.0292,1,2026-09,September,9,3,2026,Wednesday,1060,1.2294,Success
625,2026-09-17,Expense,2378,2649,2869,3516,2496,0.2403,2.3037,2346,2480,2,1.359,0.8554,0,0.4644,1,2026-09,September,9,3,2026,Thursday,1020,0.6672,Success
626,2026-09-18,Revenue,737,2198,2367,2372,1202,0.782,2.8269,1477,1340,8,0.9505,0.9428,0,0.129,1,2026-09,September,9,3,2026,Friday,1170,0.6227,Success
627,2026-09-19,Expense,1799,827,3138,964,624,0.7814,1.6365,1239,419,2,0.7103,0.8928,0,0.3461,1,2026-09,September,9,3,2026,Saturday,340,1.2853,Success
628,2026-09-20,Expense,3627,1159,3715,4621,3921,0.2068,0.5555,3800,3543,4,0.5139,0.9815,0,0.7197,1,2026-09,September,9,3,2026,Sunday,700,0.8223,Success
629,2026-09-21,Expense,4751,746,2626,3438,2770,0.7117,1.8056,3970,3984,7,0.9739,0.9588,0,0.9495,1,2026-09,September,9,3,2026,Monday,668,1.1547,Success
630,2026-09-22,Liability,4542,2652,2790,4769,2374,0.7889,1.2491,2097,991,7,1.2611,0.8699,0,0.9068,1,2026-09,September,9,3,2026,Tuesday,2395,0.4397,Success
631,2026-09-23,Revenue,4300,2366,1096,1729,1640,0.5481,1.9355,4254,2230,5,0.5661,0.9889,0,0.8573,1,2026-09,September,9,3,2026,Wednesday,89,2.4604,Success
632,2026-09-24,Liability,2428,1477,2171,4518,2609,0.4461,1.2045,3690,1495,8,1.1179,0.9142,0,0.4747,0,2026-09,September,9,3,2026,Thursday,1909,0.8167,Failure
633,2026-09-25,Revenue,2330,3414,3992,1260,1723,0.448,2.7947,3869,253,6,1.6369,0.9533,0,0.4546,1,2026-09,September,9,3,2026,Friday,-463,3.0706,Success
634,2026-09-26,Expense,1128,4252,240,1107,3298,0.4126,0.6785,1243,2854,4,1.5119,0.8084,0,0.2089,1,2026-09,September,9,3,2026,Saturday,-2191,1.1229,Success
635,2026-09-27,Liability,144,3018,2532,723,3998,0.7634,2.9791,343,3067,1,1.4692,0.8915,0,0.0078,1,2026-09,September,9,3,2026,Sunday,-3275,0.4744,Success
636,2026-09-28,Expense,208,599,1016,3845,3208,0.4099,1.8577,3639,2766,4,0.8246,0.9237,0,0.0209,1,2026-09,September,9,3,2026,Monday,637,0.9464,Success
637,2026-09-29,Asset,1839,2467,2247,2372,199,0.6553,2.0348,1061,732,9,0.9075,0.9768,0,0.3543,1,2026-09,September,9,3,2026,Tuesday,2173,0.4473,Success
638,2026-09-30,Revenue,2123,3892,3839,775,1715,0.2918,1.8801,782,2256,3,0.9955,0.934,0,0.4123,1,2026-09,September,9,3,2026,Wednesday,-940,1.009,Success
639,2026-10-01,Asset,4961,3269,705,3656,3892,0.4431,0.7786,1556,1043,3,1.6686,0.8207,0,0.9924,1,2026-10,October,10,4,2026,Thursday,-236,0.4256,Success
640,2026-10-02,Revenue,2778,2502,1232,2506,2547,0.6757,2.0737,3255,2252,5,0.5232,0.8029,0,0.5462,1,2026-10,October,10,4,2026,Friday,-41,1.2989,Success
641,2026-10-03,Asset,4073,4321,3533,3375,1691,0.4296,2.21,524,2054,3,1.9509,0.8763,0,0.8109,1,2026-10,October,10,4,2026,Saturday,1684,0.1553,Success
642,2026-10-04,Asset,4818,4123,3841,3839,240,0.5769,1.4292,2768,121,8,1.4093,0.9444,0,0.9632,1,2026-10,October,10,4,2026,Sunday,3599,0.721,Success
643,2026-10-05,Revenue,1348,2701,1963,4788,3248,0.3433,1.5348,4938,1224,1,0.9337,0.8354,0,0.2539,1,2026-10,October,10,4,2026,Monday,1540,1.0313,Success
644,2026-10-06,Expense,2340,1382,1467,2507,3663,0.6774,0.6202,1965,3574,4,0.6394,0.8905,0,0.4567,1,2026-10,October,10,4,2026,Tuesday,-1156,0.7838,Success
645,2026-10-07,Asset,4881,860,3042,4656,1610,0.4143,2.9124,3113,1865,5,1.6438,0.9064,0,0.9761,1,2026-10,October,10,4,2026,Wednesday,3046,0.6686,Success
646,2026-10-08,Liability,1571,3741,2149,4690,721,0.2869,2.5952,789,2720,9,0.8115,0.9136,0,0.2995,1,2026-10,October,10,4,2026,Thursday,3969,0.1682,Success
647,2026-10-09,Revenue,3588,3757,3011,3473,2766,0.6003,2.1778,3874,1761,8,0.8417,0.8662,0,0.7118,1,2026-10,October,10,4,2026,Friday,707,1.1155,Success
648,2026-10-10,Revenue,469,3266,1562,803,2429,0.6434,2.0643,619,903,5,1.6648,0.8391,0,0.0742,1,2026-10,October,10,4,2026,Saturday,-1626,0.7709,Success
649,2026-10-11,Asset,2311,896,2459,1071,1909,0.3091,2.2447,4613,1165,5,1.7096,0.8378,0,0.4507,1,2026-10,October,10,4,2026,Sunday,-838,4.3072,Success
650,2026-10-12,Liability,4880,4335,1797,1251,2192,0.5143,0.9243,473,3393,3,1.3038,0.9352,0,0.9759,1,2026-10,October,10,4,2026,Monday,-941,0.3781,Success
651,2026-10-13,Revenue,2415,1491,1786,1590,971,0.5693,2.3255,2467,2745,9,0.7256,0.8698,1,0.472,0,2026-10,October,10,4,2026,Tuesday,619,1.5516,Failure
652,2026-10-14,Expense,3080,3396,3419,4894,3355,0.5817,2.9803,4371,134,9,1.8273,0.8391,0,0.6079,1,2026-10,October,10,4,2026,Wednesday,1539,0.8931,Success
653,2026-10-15,Expense,2413,1010,3171,719,1218,0.2905,1.3797,4737,2516,9,1.5762,0.9671,0,0.4716,1,2026-10,October,10,4,2026,Thursday,-499,6.5883,Success
654,2026-10-16,Liability,1897,3609,3115,1583,288,0.7961,1.6027,3034,599,6,1.3554,0.9827,1,0.3661,1,2026-10,October,10,4,2026,Friday,1295,1.9166,Success
655,2026-10-17,Expense,4823,3616,1976,4857,2348,0.2486,2.7303,2058,3614,6,1.3537,0.899,0,0.9642,1,2026-10,October,10,4,2026,Saturday,2509,0.4237,Success
656,2026-10-18,Liability,3919,4058,3905,1497,1562,0.334,1.5981,4592,3369,3,0.9747,0.8994,0,0.7794,1,2026-10,October,10,4,2026,Sunday,-65,3.0675,Success
657,2026-10-19,Asset,3957,1228,1877,910,658,0.2704,1.876,4378,471,6,1.1384,0.9639,0,0.7872,1,2026-10,October,10,4,2026,Monday,252,4.811,Success
658,2026-10-20,Expense,994,4322,860,4387,1196,0.7152,2.3875,3150,2369,7,1.6521,0.972,0,0.1815,1,2026-10,October,10,4,2026,Tuesday,3191,0.718,Success
659,2026-10-21,Expense,3107,2476,1316,4602,605,0.6696,2.3835,1796,3211,5,0.8208,0.8139,0,0.6135,1,2026-10,October,10,4,2026,Wednesday,3997,0.3903,Success
660,2026-10-22,Liability,1026,3531,2079,4379,3884,0.4429,1.7525,3344,1044,4,1.6258,0.9268,0,0.1881,1,2026-10,October,10,4,2026,Thursday,495,0.7636,Success
661,2026-10-23,Liability,4122,801,3024,4261,3142,0.4745,2.9909,2555,1669,2,1.3271,0.8045,0,0.8209,1,2026-10,October,10,4,2026,Friday,1119,0.5996,Success
662,2026-10-24,Revenue,1638,2592,798,2717,2952,0.5658,2.0215,4123,3756,9,0.9339,0.8985,0,0.3132,0,2026-10,October,10,4,2026,Saturday,-235,1.5175,Failure
663,2026-10-25,Expense,438,3562,1088,1750,1939,0.4562,0.8942,2623,3917,8,1.48,0.9015,0,0.0679,1,2026-10,October,10,4,2026,Sunday,-189,1.4989,Success
664,2026-10-26,Expense,3877,2782,2530,449,3105,0.585,2.3221,4305,1658,1,0.8803,0.9606,1,0.7709,1,2026-10,October,10,4,2026,Monday,-2656,9.588,Success
665,2026-10-27,Expense,415,669,815,3085,2833,0.6702,1.1615,3199,2841,2,1.8176,0.8609,0,0.0632,1,2026-10,October,10,4,2026,Tuesday,252,1.037,Success
666,2026-10-28,Revenue,4409,3457,542,3948,2917,0.2351,2.0025,3176,1564,8,1.527,0.8805,0,0.8796,1,2026-10,October,10,4,2026,Wednesday,1031,0.8045,Success
667,2026-10-29,Expense,2581,3502,297,4886,1443,0.3835,1.5997,2332,461,3,1.0922,0.9183,0,0.5059,1,2026-10,October,10,4,2026,Thursday,3443,0.4773,Success
668,2026-10-30,Revenue,714,1895,3468,3342,1004,0.4779,0.6906,3771,2614,4,1.7821,0.9789,0,0.1243,1,2026-10,October,10,4,2026,Friday,2338,1.1284,Success
669,2026-10-31,Liability,2923,3818,2742,3536,3381,0.3418,2.7061,3695,870,9,0.5822,0.8352,0,0.5758,1,2026-10,October,10,4,2026,Saturday,155,1.045,Success
670,2026-11-01,Expense,565,2440,3420,3778,3223,0.6977,2.1672,4411,2728,5,1.1855,0.904,0,0.0938,1,2026-11,November,11,4,2026,Sunday,555,1.1675,Success
671,2026-11-02,Revenue,4747,829,3615,1652,183,0.6595,2.1292,975,213,5,0.7332,0.8329,0,0.9487,1,2026-11,November,11,4,2026,Monday,1469,0.5902,Success
672,2026-11-03,Liability,1399,3555,3598,3993,2772,0.3857,2.2879,4903,3303,5,1.4375,0.9291,0,0.2643,1,2026-11,November,11,4,2026,Tuesday,1221,1.2279,Success
673,2026-11-04,Asset,4786,2912,1041,3857,1691,0.669,1.9993,1550,2323,2,0.5487,0.9696,0,0.9567,1,2026-11,November,11,4,2026,Wednesday,2166,0.4019,Success
674,2026-11-05,Liability,1453,1393,3251,3689,3584,0.6048,1.9298,1794,367,6,1.2108,0.9606,0,0.2753,1,2026-11,November,11,4,2026,Thursday,105,0.4863,Success
675,2026-11-06,Liability,4269,3748,3723,1519,2276,0.3717,0.6678,3848,636,8,1.6087,0.8897,0,0.851,1,2026-11,November,11,4,2026,Friday,-757,2.5332,Success
676,2026-11-07,Expense,4826,2723,3995,606,2326,0.5376,2.1681,247,3497,9,1.3798,0.9749,1,0.9648,0,2026-11,November,11,4,2026,Saturday,-1720,0.4076,Failure
677,2026-11-08,Asset,261,2748,2421,1657,3082,0.2864,2.9453,171,258,9,0.7695,0.8036,0,0.0317,1,2026-11,November,11,4,2026,Sunday,-1425,0.1032,Success
678,2026-11-09,Expense,145,1281,1787,4251,1114,0.6945,1.8628,3631,1358,9,1.9545,0.8317,0,0.008,0,2026-11,November,11,4,2026,Monday,3137,0.8542,Failure
679,2026-11-10,Revenue,2109,3656,1117,2629,934,0.3694,1.2286,4090,754,5,1.557,0.9596,0,0.4094,1,2026-11,November,11,4,2026,Tuesday,1695,1.5557,Success
680,2026-11-11,Asset,4689,2433,661,2006,3447,0.2419,2.4246,4024,304,8,1.8341,0.9455,0,0.9368,1,2026-11,November,11,4,2026,Wednesday,-1441,2.006,Success
681,2026-11-12,Expense,3599,3713,1286,2596,3370,0.4754,0.9578,3874,101,9,0.9711,0.9343,0,0.714,0,2026-11,November,11,4,2026,Thursday,-774,1.4923,Failure
682,2026-11-13,Liability,2069,2256,1839,1884,2442,0.329,2.1189,2452,2884,6,1.9047,0.8014,0,0.4013,1,2026-11,November,11,4,2026,Friday,-558,1.3015,Success
683,2026-11-14,Revenue,3387,3561,1673,1680,2156,0.7316,1.9805,3601,627,5,1.1138,0.9102,0,0.6707,1,2026-11,November,11,4,2026,Saturday,-476,2.1435,Success
684,2026-11-15,Revenue,735,4475,2373,2486,1073,0.3956,1.1002,3611,849,7,1.7314,0.9466,0,0.1286,1,2026-11,November,11,4,2026,Sunday,1413,1.4525,Success
685,2026-11-16,Expense,862,2656,3745,2598,3198,0.7846,1.6906,4466,3644,2,0.7689,0.9043,0,0.1545,1,2026-11,November,11,4,2026,Monday,-600,1.719,Success
686,2026-11-17,Revenue,4608,3315,519,1918,3194,0.7904,1.0709,3772,2115,5,1.1185,0.9419,0,0.9203,1,2026-11,November,11,4,2026,Tuesday,-1276,1.9666,Success
687,2026-11-18,Revenue,1561,1595,2531,4281,411,0.3483,2.1784,2911,1359,1,1.4954,0.8915,1,0.2974,1,2026-11,November,11,4,2026,Wednesday,3870,0.68,Success
688,2026-11-19,Expense,316,1273,3238,2591,3100,0.5407,1.1649,389,2185,9,1.0481,0.8198,0,0.0429,1,2026-11,November,11,4,2026,Thursday,-509,0.1501,Success
689,2026-11-20,Asset,3772,1337,810,2586,1921,0.437,2.6584,4337,3877,2,0.7782,0.8576,0,0.7494,1,2026-11,November,11,4,2026,Friday,665,1.6771,Success
690,2026-11-21,Expense,2361,2428,2057,1515,3985,0.5633,2.9021,4596,283,8,0.9535,0.9553,0,0.461,1,2026-11,November,11,4,2026,Saturday,-2470,3.0337,Success
691,2026-11-22,Liability,1592,1886,1799,2643,3190,0.3585,0.9811,3708,2590,5,1.7988,0.8711,0,0.3038,1,2026-11,November,11,4,2026,Sunday,-547,1.403,Success
692,2026-11-23,Liability,822,968,2975,3266,2016,0.3723,0.6557,1161,3221,6,0.8765,0.8895,0,0.1464,1,2026-11,November,11,4,2026,Monday,1250,0.3555,Success
693,2026-11-24,Liability,2488,2135,3452,1682,2412,0.7135,2.0243,3429,3906,3,0.923,0.8528,0,0.4869,1,2026-11,November,11,4,2026,Tuesday,-730,2.0386,Success
694,2026-11-25,Revenue,2270,4422,3797,4986,867,0.737,2.4211,1614,3931,4,1.6639,0.8433,0,0.4424,1,2026-11,November,11,4,2026,Wednesday,4119,0.3237,Success
695,2026-11-26,Liability,4983,1103,204,3251,2744,0.5003,1.894,4913,3321,5,1.1205,0.9566,0,0.9969,1,2026-11,November,11,4,2026,Thursday,507,1.5112,Success
696,2026-11-27,Revenue,587,631,306,1109,103,0.4973,0.886,359,3977,8,1.8842,0.896,0,0.0983,1,2026-11,November,11,4,2026,Friday,1006,0.3237,Success
697,2026-11-28,Revenue,2927,1918,2580,2839,2414,0.7848,0.5576,593,3655,1,1.6022,0.9906,0,0.5767,1,2026-11,November,11,4,2026,Saturday,425,0.2089,Success
698,2026-11-29,Revenue,4293,795,1168,1704,385,0.6038,2.1268,3804,786,1,1.8941,0.8686,0,0.8559,1,2026-11,November,11,4,2026,Sunday,1319,2.2324,Success
699,2026-11-30,Liability,3536,2229,1074,2587,1954,0.5057,2.23,1901,1343,8,1.3277,0.8651,0,0.7011,1,2026-11,November,11,4,2026,Monday,633,0.7348,Success
700,2026-12-01,Expense,4265,1932,1196,1099,3717,0.4935,1.59,2389,3559,1,0.5329,0.8423,0,0.8502,1,2026-12,December,12,4,2026,Tuesday,-2618,2.1738,Success
701,2026-12-02,Asset,862,3919,1188,4415,1464,0.3293,2.899,2528,1508,6,0.8839,0.9822,0,0.1545,1,2026-12,December,12,4,2026,Wednesday,2951,0.5726,Success
702,2026-12-03,Expense,4225,2582,1732,3244,1915,0.7459,1.8979,1100,2294,6,1.5308,0.9047,0,0.842,1,2026-12,December,12,4,2026,Thursday,1329,0.3391,Success
703,2026-12-04,Expense,3003,2665,3111,3437,3102,0.4445,2.735,3089,2951,9,1.3004,0.8349,0,0.5922,1,2026-12,December,12,4,2026,Friday,335,0.8987,Success
704,2026-12-05,Liability,2787,4241,3080,2844,3836,0.6935,2.193,1223,3792,3,1.9296,0.8167,0,0.548,1,2026-12,December,12,4,2026,Saturday,-992,0.43,Success
705,2026-12-06,Asset,4871,4293,1178,2699,3570,0.2235,0.9718,4824,238,8,1.8442,0.8367,0,0.974,1,2026-12,December,12,4,2026,Sunday,-871,1.7873,Success
706,2026-12-07,Revenue,3942,2215,1477,2363,3078,0.3408,1.101,2258,2685,4,1.0689,0.9212,0,0.7841,1,2026-12,December,12,4,2026,Monday,-715,0.9556,Success
707,2026-12-08,Expense,2036,2508,2826,1409,2692,0.538,0.8614,108,2792,2,1.6985,0.8424,0,0.3945,1,2026-12,December,12,4,2026,Tuesday,-1283,0.0767,Success
708,2026-12-09,Expense,4183,1702,2717,2485,2773,0.5999,1.7562,2381,1917,4,1.5891,0.949,0,0.8334,1,2026-12,December,12,4,2026,Wednesday,-288,0.9581,Success
709,2026-12-10,Asset,535,558,3010,2893,192,0.734,0.598,3369,1526,2,1.8116,0.8799,0,0.0877,1,2026-12,December,12,4,2026,Thursday,2701,1.1645,Success
710,2026-12-11,Revenue,1059,3715,1555,4882,929,0.3345,0.7329,2826,1675,5,0.6046,0.8787,0,0.1948,1,2026-12,December,12,4,2026,Friday,3953,0.5789,Success
711,2026-12-12,Asset,623,3737,1759,3842,3272,0.4305,1.063,4145,3281,3,1.7265,0.9098,0,0.1057,1,2026-12,December,12,4,2026,Saturday,570,1.0789,Success
712,2026-12-13,Asset,1758,3609,842,3283,3159,0.6916,1.3877,4262,3864,4,1.4663,0.8167,0,0.3377,1,2026-12,December,12,4,2026,Sunday,124,1.2982,Success
713,2026-12-14,Liability,2667,4491,2473,1306,1288,0.2186,1.2565,1127,3392,6,0.8652,0.92,0,0.5235,1,2026-12,December,12,4,2026,Monday,18,0.8629,Success
714,2026-12-15,Revenue,170,3923,3778,4482,843,0.3468,2.0866,981,2980,6,1.3421,0.8579,0,0.0131,1,2026-12,December,12,4,2026,Tuesday,3639,0.2189,Success
715,2026-12-16,Asset,4147,3215,3946,1257,3091,0.4072,2.0567,984,2484,2,1.5554,0.9083,0,0.826,0,2026-12,December,12,4,2026,Wednesday,-1834,0.7828,Failure
716,2026-12-17,Expense,3487,3657,3678,3947,103,0.6332,2.968,3297,3720,5,1.8569,0.82,0,0.6911,1,2026-12,December,12,4,2026,Thursday,3844,0.8353,Success
717,2026-12-18,Asset,4721,2777,692,4489,2914,0.7285,0.728,947,3988,8,1.6788,0.925,0,0.9434,1,2026-12,December,12,4,2026,Friday,1575,0.211,Success
718,2026-12-19,Revenue,1310,1361,3568,4178,406,0.4819,1.2949,1842,3372,3,1.4343,0.8205,0,0.2461,1,2026-12,December,12,4,2026,Saturday,3772,0.4409,Success
719,2026-12-20,Liability,679,2233,1614,3417,3548,0.6203,2.0078,4490,3752,4,0.8647,0.9933,0,0.1171,1,2026-12,December,12,4,2026,Sunday,-131,1.314,Success
720,2026-12-21,Expense,2629,2507,1870,1367,1313,0.5604,1.9199,1700,3671,7,1.0378,0.9773,0,0.5157,0,2026-12,December,12,4,2026,Monday,54,1.2436,Failure
721,2026-12-22,Expense,693,4422,2101,3912,2098,0.472,2.6674,3228,784,5,1.0648,0.8088,0,0.12,1,2026-12,December,12,4,2026,Tuesday,1814,0.8252,Success
722,2026-12-23,Asset,638,1127,1515,3280,749,0.3364,1.8192,2779,3717,1,0.5905,0.9716,0,0.1087,1,2026-12,December,12,4,2026,Wednesday,2531,0.8473,Success
723,2026-12-24,Liability,4460,4103,3661,669,2940,0.2272,1.3476,464,1103,4,0.5167,0.8449,0,0.89,1,2026-12,December,12,4,2026,Thursday,-2271,0.6936,Success
724,2026-12-25,Liability,4358,4153,563,4440,2961,0.6872,0.6015,470,3541,3,0.8214,0.8998,0,0.8692,1,2026-12,December,12,4,2026,Friday,1479,0.1059,Success
725,2026-12-26,Revenue,923,1177,1303,887,2193,0.3976,2.8044,310,3175,7,0.732,0.8392,0,0.167,1,2026-12,December,12,4,2026,Saturday,-1306,0.3495,Success
726,2026-12-27,Liability,2534,2606,3330,1434,3754,0.3754,1.3973,341,3725,8,0.5881,0.8917,0,0.4963,1,2026-12,December,12,4,2026,Sunday,-2320,0.2378,Success
727,2026-12-28,Expense,4862,676,2537,3330,3739,0.4848,2.6927,3176,3395,3,0.7826,0.9157,0,0.9722,1,2026-12,December,12,4,2026,Monday,-409,0.9538,Success
728,2026-12-29,Revenue,557,3273,3847,982,2240,0.7342,1.4291,3053,3409,7,0.7553,0.9086,0,0.0922,1,2026-12,December,12,4,2026,Tuesday,-1258,3.109,Success
729,2026-12-30,Liability,4669,1043,354,4124,1609,0.5056,1.2357,241,1214,9,1.2161,0.955,0,0.9327,1,2026-12,December,12,4,2026,Wednesday,2515,0.0584,Success
730,2026-12-31,Revenue,621,2126,1628,642,316,0.7258,2.8882,2312,168,9,0.9103,0.9289,0,0.1053,1,2026-12,December,12,4,2026,Thursday,326,3.6012,Success
731,2027-01-01,Expense,4711,4223,2206,3077,2835,0.6903,2.4429,389,2781,5,1.7904,0.9269,0,0.9413,1,2027-01,January,1,1,2027,Friday,242,0.1264,Success
732,2027-01-02,Asset,3516,876,2264,2926,3130,0.5604,2.6164,4045,2627,2,0.6719,0.8205,0,0.6971,0,2027-01,January,1,1,2027,Saturday,-204,1.3824,Failure
733,2027-01-03,Asset,2557,4496,3064,4813,1730,0.5088,0.6285,3486,368,2,0.8186,0.9246,0,0.501,1,2027-01,January,1,1,2027,Sunday,3083,0.7243,Success
